	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV809	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Family_Moraxellaceae		"Bacterium strain BH2S4 16S ribosomal RNA gene, partial sequence"	Family_Moraxellaceae
ASV810	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ginkgobilobae	"Uncultured bacterium clone OTU510 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV811	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		"Enterococcus thailandicus strain 2545 16S ribosomal RNA gene, partial sequence"	Enterococcus
ASV812	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Uncultured bacterium clone A255 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV813	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium		"Uncultured bacterium clone A969 16S ribosomal RNA gene, partial sequence"	Exiguobacterium
ASV814	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sesbania cannabina voucher IBSC:L.Duan 2018009 chloroplast, complete genome"	Order_Chloroplast
ASV815	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter		"Uncultured bacterium clone A494_Bac19 16S ribosomal RNA gene, partial sequence"	Limnobacter
ASV816	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV817	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone A1192 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV818	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured prokaryote clone OTU_1911 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV819	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	bombicola	"Lactobacillus sp. R-53104 partial 16S rRNA gene, strain R-53104, isolate H53-31"	Lactobacillus Firm5
ASV820	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone 2007WL_16S_OTU_2558 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV821	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV822	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV823	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter		"Uncultured bacterium clone OTU_81 16S ribosomal RNA gene, partial sequence"	Modestobacter
ASV824	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sycopsis sinensis chloroplast, complete genome"	Order_Chloroplast
ASV825	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides		"Uncultured prokaryote clone 26766 16S ribosomal RNA gene, partial sequence"	Clostridioides
ASV826	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria		"Kocuria sp. strain HY2 16S ribosomal RNA gene, partial sequence"	Kocuria
ASV827	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		"Uncultured bacterium partial 16S rRNA gene, clone 12_G08"	Rhodococcus
ASV828	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Lotus japonicus B-129 mitochondrial DNA, complete genome"	Family_Mitochondria
ASV829	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV830	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	marinum	"Uncultured prokaryote clone Otu01102 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV831	Bacteria	Proteobacteria	Alphaproteobacteria	Zavarziniales	Zavarziniaceae	Zavarzinia		"Zavarzinia compransoris strain CB95 16S ribosomal RNA gene, partial sequence"	Zavarzinia
ASV832	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria		"Kocuria sp. T35-5 gene for 16S ribosomal RNA, partial sequence"	Kocuria
ASV833	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Libidibia coriaria mitochondrion, complete genome"	Family_Mitochondria
ASV834	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV835	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum		Azospirillum thermophilum strain CFH 70021 plasmid unnamed2	Azospirillum
ASV836	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	apicola	"Uncultured Gilliamella sp. clone Gil_7 16S ribosomal RNA gene, partial sequence"	Gilliamella
ASV837	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	maltophilia	"Stenotrophomonas maltophilia strain APP36 16S ribosomal RNA gene, partial sequence"	Stenotrophomonas
ASV838	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Melilotus albus chloroplast, complete genome"	Order_Chloroplast
ASV839	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Uncultured bacterium clone ASV163 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV840	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus sp. B7_2BO2 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV841	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus fructosus strain DPC7235 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV842	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium clone TSCW_OTU_040 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV843	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter		"Glutamicibacter bergerei strain NB10 16S ribosomal RNA gene, partial sequence"	Glutamicibacter
ASV844	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Lotus japonicus B-129 mitochondrial DNA, complete genome"	Family_Mitochondria
ASV845	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Mirabilis himalaica mitochondrion, complete genome"	Family_Mitochondria
ASV846	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Prosopis cineraria chloroplast, complete genome"	Order_Chloroplast
ASV847	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV848	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV849	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium		"Chryseobacterium cucumeris strain Xs3 16S ribosomal RNA gene, partial sequence"	Chryseobacterium
ASV850	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus sp. B7_2BO2 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV851	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella		"Neisseria elongata strain KCOM 3327 (=ChDC P005-Aa3) 16S ribosomal RNA gene, partial sequence"	Eikenella
ASV852	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Family_Beijerinckiaceae		"Uncultured bacterium clone B2 16S ribosomal RNA gene, partial sequence"	Family_Beijerinckiaceae
ASV853	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	adelaidensis	"Pseudonocardia sp. strain Z581 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV854	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	psychrodurans	"Psychrobacillus sp. Z8 16S ribosomal RNA gene, partial sequence"	Psychrobacillus
ASV855	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Paraprenanthes diversifolia mitochondrion, complete genome"	Family_Mitochondria
ASV856	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Cannabis sativa mitochondrion, complete genome"	Family_Mitochondria
ASV857	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV858	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		"Uncultured bacterium clone OTU415_Control_M3.28973 16S ribosomal RNA gene, partial sequence"	Anaeromyxobacter
ASV859	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis		"Methyloversatilis sp. strain LF 16S ribosomal RNA gene, partial sequence"	Methyloversatilis
ASV860	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea		"Salinibacterium sp. strain NB96 16S ribosomal RNA gene, partial sequence"	Galbitalea
ASV861	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Family_Rhizobiaceae		"Mesorhizobium sp. strain Alpha-39 16S ribosomal RNA gene, partial sequence"	Family_Rhizobiaceae
ASV862	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Family_Solimonadaceae		"Gammaproteobacteria bacterium strain FW305-C-30-12 16S ribosomal RNA gene, partial sequence"	Family_Solimonadaceae
ASV863	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone A1192 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV864	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella		"Acetobacteraceae bacterium strain IM_G(L)3 16S ribosomal RNA gene, partial sequence"	Bombella
ASV865	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia		"Uncultured bacterium clone A1063 16S ribosomal RNA gene, partial sequence"	Williamsia
ASV866	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Gynoxys mandonii isolate SEN04 voucher B:DB27409 plastid, complete genome"	Order_Chloroplast
ASV867	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga		"Hydrogenophaga sp. Ri2Pw_6039 gene for 16S rRNA, partial sequence"	Hydrogenophaga
ASV868	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		"Uncultured bacterium clone C_1_uncultured_bacterium_7792 16S ribosomal RNA gene, partial sequence"	Legionella
ASV869	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured organism clone ELU0014-T176-S-NIPCRAMgANa_000008 small subunit ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV870	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella		"Uncultured bacterium clone denovo28622 16S ribosomal RNA gene, partial sequence"	Bryocella
ASV871	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Candidatus Hamiltonella		"Candidatus Hamiltonella defensa isolate Hami7 16S ribosomal RNA gene, partial sequence"	Candidatus Hamiltonella
ASV872	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium		"Chryseomicrobium amylolyticum strain AP_213962 16S ribosomal RNA gene, partial sequence"	Chryseomicrobium
ASV873	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	zavarzinii	"Uncultured bacterium partial 16S rRNA gene, clone t0_H06"	Hyphomicrobium
ASV874	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Daucus tenuisectus voucher Ames 31616 18S ribosomal RNA (rrn18) gene, complete sequence; mitochondrial"	Family_Mitochondria
ASV875	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Cannabis sativa mitochondrion, complete genome"	Family_Mitochondria
ASV876	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Family_Beijerinckiaceae		"Uncultured bacterium clone FL5Bd5_234 16S ribosomal RNA gene, partial sequence"	Family_Beijerinckiaceae
ASV877	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Paraprenanthes diversifolia mitochondrion, complete genome"	Family_Mitochondria
ASV878	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV879	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Cannabis sativa mitochondrion, complete genome"	Family_Mitochondria
ASV880	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella		"Uncultured bacterium clone denovo17358 16S ribosomal RNA gene, partial sequence"	Frischella
ASV881	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera		"Uncultured bacterium clone NT04c9_20137 16S ribosomal RNA gene, partial sequence"	Quadrisphaera
ASV882	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone Otu00288 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV883	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		"Leuconostoc mesenteroides subsp. mesenteroides strain CBA3607 chromosome, complete genome"	Leuconostoc
ASV884	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV885	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV886	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"Microbacterium sp. strain L55 16S ribosomal RNA gene, partial sequence"	Microbacterium
ASV887	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Family_Acidiferrobacteraceae		"Uncultured bacterium clone OTU265_AL244_78005 16S ribosomal RNA gene, partial sequence"	Family_Acidiferrobacteraceae
ASV888	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Cannabis sativa mitochondrion, complete genome"	Family_Mitochondria
ASV889	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Libidibia coriaria mitochondrion, complete genome"	Family_Mitochondria
ASV890	Bacteria	Acidobacteriota	Blastocatellia	Nov-24	Order_11-24	Order_11-24		"Uncultured bacterium clone A542 16S ribosomal RNA gene, partial sequence"	Order_11-24
ASV891	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		"Uncultured bacterium clone E4C10_149958 16S ribosomal RNA gene, partial sequence"	Bdellovibrio
ASV892	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV893	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella		"Tsukamurella sp. strain MadaFrogSkinBac.DB-.3302 16S ribosomal RNA gene, partial sequence"	Tsukamurella
ASV894	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium		"Uncultured bacterium clone js9451 16S ribosomal RNA gene, partial sequence"	Undibacterium
ASV895	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sonchus asper isolate VIL-1 chloroplast, complete genome"	Order_Chloroplast
ASV896	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Family_Nocardiopsaceae		"Uncultured microorganism clone uncultured_Nocardiopsaceae_OTU0674 16S ribosomal RNA gene, partial sequence"	Family_Nocardiopsaceae
ASV897	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sycopsis sinensis chloroplast, complete genome"	Order_Chloroplast
ASV898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Family_Rhizobiaceae		"Rhizobium sp. strain RH6 16S ribosomal RNA gene, partial sequence"	Family_Rhizobiaceae
ASV899	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV900	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV901	Bacteria	Chloroflexi	Ktedonobacteria	C0119	Order_C0119	Order_C0119		"Uncultured bacterium clone OTU_6480 16S ribosomal RNA gene, partial sequence"	Order_C0119
ASV902	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas		"Uncultured bacterium clone A1179 16S ribosomal RNA gene, partial sequence"	Comamonas
ASV903	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Segniliparaceae	Segniliparus		"Uncultured bacterium clone PFWB37 16S ribosomal RNA gene, partial sequence"	Segniliparus
ASV904	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus		"Uncultured bacterium clone dongzytff46205 16S ribosomal RNA gene, partial sequence"	Blastococcus
ASV905	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera		"Uncultured bacterium clone CP_Otu1515 16S ribosomal RNA gene, partial sequence"	Truepera
ASV906	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Libidibia coriaria mitochondrion, complete genome"	Family_Mitochondria
ASV907	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		"Uncultured Legionella sp. clone NJ1_3E_N1 16S ribosomal RNA gene, partial sequence"	Legionella
ASV908	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		"Uncultured Legionella sp. clone RWII-A33 16S ribosomal RNA gene, partial sequence"	Legionella
ASV909	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium		"Uncultured bacterium clone OTU_624 16S ribosomal RNA gene, partial sequence"	Aeromicrobium
ASV910	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Rosa rugosa chloroplast, complete genome"	Order_Chloroplast
ASV911	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis		"Methyloversatilis sp. strain LF 16S ribosomal RNA gene, partial sequence"	Methyloversatilis
ASV912	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella		"Uncultured Shewanella sp. clone 1127 16S ribosomal RNA gene, partial sequence"	Shewanella
ASV913	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone Otu00847 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV914	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV915	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
