	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV809	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides furvisabuli strain H05Y-204 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV810	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga		"Capnocytophaga sputigena strain KCOM 3358 (=ChDC P009-2) 16S ribosomal RNA gene, partial sequence"	Capnocytophaga
ASV811	Bacteria	Firmicutes	Bacilli	RF39	Order_RF39	Order_RF39		Uncultured Mollicutes bacterium clone OTU	Order_RF39
ASV812	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured Sphaerobacter sp. clone TST1N22 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV813	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides sp. strain N. solisilvae 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV814	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Family_Kineosporiaceae		"Uncultured bacterium clone OTU_5670 16S ribosomal RNA gene, partial sequence"	Family_Kineosporiaceae
ASV815	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga		"Advenella sp. strain SNH_M35 16S ribosomal RNA gene, partial sequence"	Pigmentiphaga
ASV816	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola		"Uncultured bacterium clone 3.9G_437 16S ribosomal RNA gene, partial sequence"	Psychroglaciecola
ASV817	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Uncultured bacterium clone TSCW_OTU_052 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV818	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Order_Microtrichales	Order_Microtrichales		"Uncultured bacterium clone 2007WL_16S_OTU_2402 16S ribosomal RNA gene, partial sequence"	Order_Microtrichales
ASV819	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Uncultured bacterium clone 2631 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV820	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Granulicoccus		uncultured bacterium partial 16S rRNA gene	Granulicoccus
ASV821	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella		"Weissella confusa strain UG 16S ribosomal RNA gene, partial sequence"	Weissella
ASV822	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone A1562 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV823	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone A397 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV824	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Luteococcus		uncultured bacterium partial 16S rRNA gene	Luteococcus
ASV825	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Uncultured bacterium clone 32 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV826	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Family_Isosphaeraceae		"Uncultured bacterium clone BS.DW1.254 16S ribosomal RNA gene, partial sequence"	Family_Isosphaeraceae
ASV827	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Stenoxybacter		"Uncultured bacterium clone OTU 2934 16S ribosomal RNA gene, partial sequence"	Stenoxybacter
ASV828	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured Lactobacillus sp. clone PLB_G12 16S ribosomal RNA gene, partial sequence"	Lactobacillus
ASV829	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter		"Uncultured Verrucomicrobia bacterium clone Karl5-1-57 16S ribosomal RNA gene, partial sequence"	Candidatus Udaeobacter
ASV830	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Uncultured bacterium clone denovo15315 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV831	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		"Uncultured organism clone 3701 16S ribosomal RNA gene, partial sequence"	Anaeromyxobacter
ASV832	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		"Bradyrhizobium sp. SO-263 gene for 16S ribosomal RNA, partial sequence"	Bradyrhizobium
ASV833	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	aerilata	"Uncultured bacterium clone A617 16S ribosomal RNA gene, partial sequence"	Microvirga
ASV834	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Order_Gaiellales	Order_Gaiellales		"Uncultured bacterium clone 2007WL_16S_OTU_2103 16S ribosomal RNA gene, partial sequence"	Order_Gaiellales
ASV835	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	alba	"Uncultured bacterium clone dryAD1169 16S ribosomal RNA gene, partial sequence"	Thermobifida
ASV836	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus		"Kitasatospora sp. H3BS8_pA 16S ribosomal RNA gene, partial sequence"	Streptacidiphilus
ASV837	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	coerulea	"Pararheinheimera mesophila strain KR2-11 16S ribosomal RNA gene, partial sequence"	Rheinheimera
ASV838	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		"Tumebacillus luteolus strain T2-36 16S ribosomal RNA gene, partial sequence"	Tumebacillus
ASV839	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia		"Janibacter sp. strain voya40th392 16S ribosomal RNA gene, partial sequence"	Knoellia
ASV840	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		"Bacillus safensis strain KMF402 16S ribosomal RNA gene, partial sequence"	Bacillus
ASV841	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus		"Uncultured bacterium clone OTU_187 16S ribosomal RNA gene, partial sequence"	Acidothermus
ASV842	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		"Uncultured bacterium clone WAm3d7_2015 16S ribosomal RNA gene, partial sequence"	Anaeromyxobacter
ASV843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter		"Uncultured Rhizobiales bacterium clone OTU374 16S ribosomal RNA gene, partial sequence"	Pseudaminobacter
ASV844	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Tissierella	Family_Tissierella		"Uncultured bacterium clone BSof1_5 16S ribosomal RNA gene, partial sequence"	Family_Tissierella
ASV845	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Neoscardovia		"Uncultured Bifidobacterium sp. clone OTU14446 16S ribosomal RNA gene, partial sequence"	Neoscardovia
ASV846	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		"Uncultured bacterium clone OTU_1054 16S ribosomal RNA gene, partial sequence"	Anaeromyxobacter
ASV847	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Chalicogloea CCALA 975		"Uncultured bacterium clone denovo18472 16S ribosomal RNA gene, partial sequence"	Chalicogloea CCALA 975
ASV848	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus		"Uncultured bacterium clone A590 16S ribosomal RNA gene, partial sequence"	Haemophilus
ASV849	Bacteria	Chloroflexi	TK10	Class_TK10	Class_TK10	Class_TK10		"Uncultured bacterium clone 668 16S ribosomal RNA gene, partial sequence"	Class_TK10
ASV850	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus		"Aerococcus viridans strain FDAARGOS_672 chromosome, complete genome"	Aerococcus
ASV851	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Family_Neisseriaceae		"Uncultured bacterium clone OTU 2934 16S ribosomal RNA gene, partial sequence"	Family_Neisseriaceae
ASV852	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylobacterium sp. F15 gene for 16S rRNA, strain: F15"	Methylobacterium-Methylorubrum
ASV853	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae		"Robinsoniella peoriensis strain 0BN1 16S ribosomal RNA gene, partial sequence"	Family_Lachnospiraceae
ASV854	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		uncultured bacterium partial 16S rRNA gene	Family_JG30-KF-CM45
ASV855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium		"Uncultured bacterium clone A582 16S ribosomal RNA gene, partial sequence"	Ornithinimicrobium
ASV856	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava		"Uncultured Nocardioidaceae bacterium clone D25_02 small subunit ribosomal RNA gene, partial sequence"	Propioniciclava
ASV857	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Effusibacillus		"Uncultured Bacillales bacterium clone S2-10-055 16S ribosomal RNA gene, partial sequence"	Effusibacillus
ASV858	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus		"Brevibacillus agri strain CVSVC1-1 16S ribosomal RNA gene, partial sequence"	Brevibacillus
ASV859	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes		"Uncultured bacterium clone OTU1812_P_sMFC_M3.34721 16S ribosomal RNA gene, partial sequence"	Pseudorhodoplanes
ASV860	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Spirillospora		"Actinomadura sp. strain AC473_CC794 16S ribosomal RNA gene, partial sequence"	Spirillospora
ASV861	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Clostridium chromiireducens strain Isolate_NM79_F5 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV862	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Family_Isosphaeraceae		"Uncultured prokaryote clone 2937 16S ribosomal RNA gene, partial sequence"	Family_Isosphaeraceae
ASV863	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Symbiochloris handae culture-collection SAG:2150 chloroplast, complete genome"	Order_Chloroplast
ASV864	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Family_Nitrososphaeraceae		"Uncultured archaeon clone 38-LX041194-122-047-F05-unis 16S ribosomal RNA gene, partial sequence"	Family_Nitrososphaeraceae
ASV865	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea		"Bosea sp. Ishi 7/5 gene for 16S ribosomal RNA, partial sequence"	Bosea
ASV866	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Family_Acetobacteraceae		"Uncultured bacterium clone OTU75_Y_2_A_835224 16S ribosomal RNA gene, partial sequence"	Family_Acetobacteraceae
ASV867	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Family_Geobacteraceae		"Uncultured bacterium clone 2.6G_76068 16S ribosomal RNA gene, partial sequence"	Family_Geobacteraceae
ASV868	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter		"Uncultured bacterium clone TSCW_OTU_135 16S ribosomal RNA gene, partial sequence"	Hymenobacter
ASV869	Bacteria	Patescibacteria	Dojkabacteria	Class_Dojkabacteria	Class_Dojkabacteria	Class_Dojkabacteria		"Uncultured bacterium clone AO25 16S ribosomal RNA gene, partial sequence"	Class_Dojkabacteria
ASV870	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus		"Uncultured organism clone 8846 16S ribosomal RNA gene, partial sequence"	Acidothermus
ASV871	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus		"Uncultured bacterium clone 18490 16S ribosomal RNA gene, partial sequence"	Thermobacillus
ASV872	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone U1340 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV873	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Aestuariimicrobium		"Auraticoccus sp. J6903 16S ribosomal RNA gene, partial sequence"	Aestuariimicrobium
ASV874	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	maris	"Uncultured Dietzia sp. clone FAA55 16S ribosomal RNA gene, partial sequence"	Dietzia
ASV875	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473		"Uncultured Ktedonobacter sp. clone D.an-31 16S ribosomal RNA gene, partial sequence"	FCPS473
ASV876	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora		"Uncultured bacterium clone 1.2G_188351 16S ribosomal RNA gene, partial sequence"	Anaerospora
ASV877	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU53 16S ribosomal RNA gene, partial sequence"	Lactobacillus
ASV878	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Neoscardovia		"Uncultured bacterium clone RL178_aan65h08 16S ribosomal RNA gene, partial sequence"	Neoscardovia
ASV879	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter		"Uncultured bacterium clone dongzy2tff42283 16S ribosomal RNA gene, partial sequence"	Ferruginibacter
ASV880	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		"Rhizobium sp. strain LA-19 16S ribosomal RNA gene, partial sequence"	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV881	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Family_Microtrichaceae		uncultured bacterium partial 16S rRNA gene	Family_Microtrichaceae
ASV882	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Order_Gaiellales	Order_Gaiellales		"Uncultured bacterium clone 4794 16S ribosomal RNA gene, partial sequence"	Order_Gaiellales
ASV883	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Mycobacterium sp. strain 2-1-4 16S ribosomal RNA gene, partial sequence"	Mycobacterium
ASV884	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae		"Uncultured bacterium clone dongzy2tff8541 16S ribosomal RNA gene, partial sequence"	Family_Lachnospiraceae
ASV885	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Citricoccus		"Citricoccus sp. strain XIXJ077 16S ribosomal RNA gene, partial sequence"	Citricoccus
ASV886	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter		"Uncultured Rubrobacter sp. clone OTU221 16S ribosomal RNA gene, partial sequence"	Rubrobacter
ASV887	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter		"Uncultured bacterium clone dongzy2tff23984 16S ribosomal RNA gene, partial sequence"	Segetibacter
ASV888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum		"Uncultured bacterium clone Otu03436 16S ribosomal RNA gene, partial sequence"	Limibaculum
ASV889	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium		"Uncultured bacterium clone 16S(V3-V4)-437 16S ribosomal RNA gene, partial sequence"	Brevibacterium
ASV890	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		uncultured bacterium partial 16S rRNA gene	Mycobacterium
